content,score,product_code,provider_name,name
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,스포티지
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,스포티지
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,스포티지
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,스포티지
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,스포티지
주차장 맛있다,5,PARKING,하이파킹 판교알파돔타워,모닝
맛좋은 주차장,5,PARKING,판교 공영주차장,모닝
주차장 맛있다,5,PARKING,하이파킹 판교알파돔타워,모닝
맛좋은 주차장,5,PARKING,판교 공영주차장,모닝
주차장 맛있다,5,PARKING,하이파킹 판교알파돔타워,모닝
맛좋은 주차장,5,PARKING,판교 공영주차장,모닝
가격이 저렴합니다.,5,PARKING,판교 공영주차장,모닝
"러쉬아워 시간엔 대기 줄이 긴 점이 아쉽지만
저렴하게 이용가능해서 좋습니다",5,PARKING,판교 공영주차장,모닝
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,K3
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,K9
편하게 잘 이용했습니다,5,PARKING,판교 공영주차장,트랙스
좋아요,5,PARKING,판교 공영주차장,트레일블레이저
아주 편하네요,5,PARKING,카카오판교아지트 주차장,QM6
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,티볼리
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,티볼리
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,렉스턴
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,체어맨
주차공간 넓고좋아요,4,PARKING,하이파킹 판교알파돔타워,X5
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,골프
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,모델 X
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,모델 X
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
비싸긴 비싸네요. ,5,PARKING,하이파킹 판교알파돔타워,기타
직원이 다소 불친절합니다.,4,PARKING,판교 공영주차장,아반떼
주차공간 넓고좋아요,4,PARKING,하이파킹 판교알파돔타워,X5
주차공간 넓고좋아요,4,PARKING,하이파킹 판교알파돔타워,3시리즈
