id,content,score,product_code,provider_name,name
120542.0,잘 되던 자동 출차가 왜 안되나요..몇일째 너무 불편합니다,1,PARKING,KM파크 에이원타워 주차장,기타
164239.0,결제만되고 자동으로 안열림,1,PARKING,하******,스포티지
134805.0,카카오T 자동결재 실패가 이용할때마다 계속 반복해서 나옵니다.,1,PARKING,"광나루한강공원 1,2주차장",기타
151820.0,너무 비싸고 혼잡해요,1,PARKING,무******,크루즈
105355.0,"주차장 들어가는 정확한기재없습니다.
보충설명등..입구가 A동인지B동인지",1,PARKING,하이파킹 래미안용산더센트럴,기타
158269.0,주차요금정산이 되었다고 안내방송은 나오나 바리케이트는 안올라가고 주차업체에서는 카카오에 알아보라 그러고 아주 불쾌한 경험이었습니다. 결제처리나 연동여부 재확인 바랍니다.,1,PARKING,판교동임시 공영주차장,이쿼녹스
126617.0,"출차하는데 1시간 넘게 걸렸네요
주차요원들은 많은데 차들이 혼잡해서 못빠지고 있으면 차가 빠지게끔 안내해줘야하는데 전혀 안하고 있네요
주차요금만 많이 나왔어요",1,PARKING,아쿠아리움 입구 주차장,K3
105355.0,"주차장 들어가는 정확한기재없습니다.
보충설명등..입구가 A동인지B동인지",1,PARKING,하이파킹 래미안용산더센트럴,기타
150288.0,비싸요,1,PARKING,나******,기타
105355.0,"주차장 들어가는 정확한기재없습니다.
보충설명등..입구가 A동인지B동인지",1,PARKING,하이파킹 래미안용산더센트럴,기타
105355.0,"주차장 들어가는 정확한기재없습니다.
보충설명등..입구가 A동인지B동인지",1,PARKING,하이파킹 래미안용산더센트럴,기타
156433.0,"자동결제가 안되서 문이 안열리길래
결국 개인카드로 결제했는데 나중에 보니 이중결제가 되어있었습니다.
유달리 여기 주차장이 그런 일이 자주 있네요",1,PARKING,하******,코나
164844.0,주차요금이 비싸요,1,PARKING,나******,스포티지
138938.0,"하나도 아깝네요. 주차요원 한 명도 없고 주차 자리 안내도 엉망이라 자리 없는데 있다고 안내되고, 들어가서 나오지도 못 해요. 예약 받은 차, 안한 차들 다 섞인건지 예약을 얼마나 받은 것인지 차들 서로 겹쳐서 주차되어 있어 다시 되돌아 나오는데 40분이 넘게 걸렸고. 주차금은 정산되네요. 어디에도 문의할 수 없고 시간이 아까워 그냥 나왔습니다. 절대 이용하지 마세요.",1,PARKING,나이스파크 현대차증권빌딩 주차장,기타
166145.0,스타벅스 드라이브 스루인데 어제 밤에 나왔는데 불구하고 계속 주차된걸로 나오더니 오늘 아침에는 주차비까지 결제 되는 군요.,1,PARKING,카******,기타
145252.0,자동결제돼서 삽입식 주차할인권 이용불가,1,PARKING,나이스파크 대전 우리들공원 주차장,K3
105355.0,"주차장 들어가는 정확한기재없습니다.
보충설명등..입구가 A동인지B동인지",1,PARKING,하이파킹 래미안용산더센트럴,기타
143198.0,너무너무비싸고 할인안됨,1,PARKING,무역센터(코엑스) 주차장,기타
166375.0,"사전정산 오류 났어요,, 30분 넘게 애먹었네요",1,PARKING,나******,기타
146530.0,주차도안했는데 뭔 주차요금 부과야 ㅡㅡ,1,PARKING,양******,기타
148918.0,병원 건물이라 주차권 받아서 나가려는데 자동으로 결제가 되버리네요. 취소 불가한가요??,1,PARKING,카******,기타
135418.0,식당 이용하면서 1시간 무료 할인을 받았는데 카카오T에서는 적용이 안 됐네요 ㅡㅡ,1,PARKING,구터미널 공영주차장,스포티지
131229.0,전 지금 일중이라 이건 제가한게 아닌데요..,1,PARKING,하이파킹 판교알파돔타워,기타
131229.0,전 지금 일중이라 이건 제가한게 아닌데요..,1,PARKING,하이파킹 판교알파돔타워,기타
149667.0,비싸요,1,PARKING,카******,기타
151691.0,주차도 힘들고 나가기도 힘듦,1,PARKING,무******,기타
159865.0,병목현상 너무 심해요...,1,PARKING,서******,기타
148561.0,"쌍놈의 새끼들.
출차 전에는 무료이다가 나가는 동시에 시간이 지나서 과금은 개새끼들이나 하는 짓이지 카카오 망해라",1,PARKING,무******,기타
155247.0,아우 정산방법 복잡하고 짜증나요!!!,1,PARKING,시******,기타
159075.0,너무 좁아요,1,PARKING,신******,스포티지
110647.0,기계에서는 안되더라고요? 어플로 했어요,1,PARKING,무역센터(코엑스) 주차장,기타
156729.0,"평일 퇴근시간에 주차출입구에서
주차 안내가 매우 불친절 하며,
주변도로 흐름을 보지 않고  고객차량을
향해서  고함을치며 , 들어가세요.!!
말하며 이로인해 우회전 하여
일반도로 진입중 사고가 날뻔하였습니다.
주차안내 직원들 서비스교육 좀 해주세요.
",1,PARKING,판교 테크원타워 주차장,코나
114879.0,"양카가 좃나많아요 시끄럽고 주차 불편합니다
주차장 개선 부탁드립니다 ",1,PARKING,여의도한강공원 1주차장,기타
164944.0,출차하는데 오백년이 걸려요,1,PARKING,무******,기타
164975.0,출구 개막힘,1,PARKING,아******,기타
144365.0,주차장이 길찾기 어렵고 비용이 과함,1,PARKING,무역센터(코엑스) 주차장,크루즈
139322.0,등록되잇다고 할인이안되고 결제하고 차나감,1,PARKING,울산업스퀘어 주차장,쿠퍼
132912.0,주차 비용에 대한 안내가 부족함,1,PARKING,카카오 T GS더프레시 명일점 주차장,기타
148561.0,"쌍놈의 새끼들.
출차 전에는 무료이다가 나가는 동시에 시간이 지나서 과금은 개새끼들이나 하는 짓이지 카카오 망해라",1,PARKING,무******,기타
113522.0,병원과 빌딩 전산처리 늦는듯  자동개문 안되고 호출해야하고  호출해도  해당관리자 근무처리 개늦음,1,PARKING,칼릭스빌딩 주차장,스포티지
108699.0,"저공해차량 할인해달랬더니

할인됐으니 출차하라고 해서 나왔는데 할인적용 안해주셨네요 ㅡㅡ",1,PARKING,아쿠아리움 입구 주차장,스포티지
146530.0,주차도안했는데 뭔 주차요금 부과야 ㅡㅡ,1,PARKING,양******,기타
128707.0,"카드결제도 먹통, 카카오 결제도 먹통 아무것고 안 돼서 관리자분이 도와주셔서(관리자 계좌로 주차비 입금) 출차 했는데 한참 이따가 결제시도 울림",1,PARKING,정자역 환승 공영주차장,1시리즈
119228.0,너무 혼잡ㅠ,1,PARKING,무역센터(코엑스) 주차장,코나
142929.0,할인도 적용 안되고 정말 엉터리네요..,1,PARKING,당산근린공원 공영주차장,CC
120542.0,잘 되던 자동 출차가 왜 안되나요..몇일째 너무 불편합니다,1,PARKING,KM파크 에이원타워 주차장,기타
161344.0,경주월드 사전등록된 차량인데 왜 2천원아니고 3천원 결제되는겁니까?,1,PARKING,경******,기타
107491.0,"자동 출차도 안돼고
카드결제 영수증도 안나오고
뭡니까 이게",1,PARKING,하이파킹 아크플레이스,기타
119006.0,주차할데가없음,1,PARKING,하이파킹 티마크그랜드호텔명동점,기타
126617.0,"출차하는데 1시간 넘게 걸렸네요
주차요원들은 많은데 차들이 혼잡해서 못빠지고 있으면 차가 빠지게끔 안내해줘야하는데 전혀 안하고 있네요
주차요금만 많이 나왔어요",1,PARKING,아쿠아리움 입구 주차장,K3
156729.0,"평일 퇴근시간에 주차출입구에서
주차 안내가 매우 불친절 하며,
주변도로 흐름을 보지 않고  고객차량을
향해서  고함을치며 , 들어가세요.!!
말하며 이로인해 우회전 하여
일반도로 진입중 사고가 날뻔하였습니다.
주차안내 직원들 서비스교육 좀 해주세요.
",1,PARKING,판교 테크원타워 주차장,코나
162488.0,"다자녀할인등록ㅇㅣ어렵네요
주차 관리하는분도계속반말",1,PARKING,서******,기타
162488.0,"다자녀할인등록ㅇㅣ어렵네요
주차 관리하는분도계속반말",1,PARKING,서******,기타
116190.0,주차장 관리 안하는거같네요 카카오티 자동 출차 안되고 결제만 되던게 한달 넘엇는데도 안고처지고 환기를 안시키는지 주차장에 식당 음식냄새로 머리아프고 열기도 가득차서 실외랑 다른게 없음,1,PARKING,하이파킹 아크플레이스,코나
113296.0,출차할때 카카오티 연동 안되는 문제가 벌써 한달짼데 언제해결되나요? 이용할때마다 뒤차들한테 눈치보여서 못하겠어요,1,PARKING,하이파킹 아크플레이스,코나
159075.0,너무 좁아요,1,PARKING,신******,스포티지
144319.0,주차장 들어갔다 만차라 주차못하고 그냥나와도 ₩500을 결제당했다. 강도당한 느낌이다. 상당히 큰 문제이고 카카오에 대한 큰 배신감을 느낀다!!!!!!!!!!!!!! 결제취소해주기바란다!,1,PARKING,난지한강공원 주차장,기타
151212.0,너무 비싸요~,1,PARKING,카******,기타
146254.0,창문을 열고 버튼을 또 눌러야함..예전엔 그냥 됐ㅇ던거 같은데요,1,PARKING,여******,1시리즈
155771.0,전 이용한적이 없는데 지금제가 반포한강공원에 있다고 나오네요 치명적오류가 있네요 확인해주세요 카카오가 해킹당한건가요?,1,PARKING,반포한강공원 1주차장,스포티지
159771.0,"촤악의 최악

절대 카카오주차는 이용하지 마시길

주차장예약하고 들어가도

일주차 안되고 돈 다 결제됨 4배가까이...
ㅡㅡㅋ

환불요청하고 일주차 6000원 다시 결제해달라고 해도 고객센터에서 해줄수있는게 아무것도 없음

다른 어플쓰삼",1,PARKING,태******,기타
126708.0,"올해 피크닉 시즌 때 주차장 관리업체 안내 받아서 갓길주차 했는데 관리주체(한강본부?)에서 딱지 끊길래 항의했더니 업체한테 항의하라고 꼬리끊기, 민원돌리기 당했던 기억이 나서 갈때마다 재수없어요. 관리업체랑 안내 관련 지침 통일 안시키고 딱지 끊는거 보면 실적올리는데 미쳐있는거 같기도하고, 관련해서 문의전화 넣었을때 응대했던 한강본부 직원 굉장히 불친절했던 기억이 나네요. 이름이 이석재였나? 애초에 반복되는 민원이면 개선할 생각을 좀 하세요 업체탓만 하면서 수동적으로 일하지만 말고
",1,PARKING,난지한강공원 주차장,K3
139582.0,비쌈,1,PARKING,하이파킹 성남모란점,스포티지
124108.0,더움,1,PARKING,무역센터(코엑스) 주차장,기타
131077.0,이미 출차했습니다...,1,PARKING,트윈트리타워 주차장,코나
141595.0,친환경 지동할인 안됨,1,PARKING,반포한강공원 1주차장,K3
149100.0,주차면 부족,1,PARKING,안******,기타
108000.0,빅오쇼 할인된다고해서 등록했는데 할인 안되고 결제됐어요,1,PARKING,여수세계박람회(엑스포) 주차장,1시리즈
144742.0,"카카오앱에서 종일권 할인권 발행이 되면 자동 적용이 되게 해줘야지, 수동으로 사용설정을 해야하는거였나요???? 아무설명도 없고..
출차하고 나와보니 3,000원이 아닌 8,000원이 결제되어 버렸네요.ㅠ.ㅠ
왠지 속은 느낌입니다.",1,PARKING,사또주차타워,K3
119368.0,불편하고 불친절함 ,1,PARKING,KM파크 서초현대 제2주차장,기타
120265.0,"정기권과 종일권의 입차 시간이 다름에 대해 두 정확하게 주의 표시가 필요항 것 같아요 
제가 헷갈려서 일반요금이 나왔길래 이거 처리 종일권 취소만이라도 그럼 해달라니까 매우 불침절했습니다ㅜ
안되는 건 어쩔 수 없지만 “여기 카카오T 아니에요.. 여기 이마트에요” 라며 당연히 알고 호출을 누른사람을 무시하는 식으로 너무 불쾌하게 응대해주신게 아쉽네요ㅠ",1,PARKING,KM파크 이마트 구로점 주차장,스포티지
104245.0,주차할 자리가 없는데도 계속 들여보냄. 이정도면 주차비를 안받아야 되는게 아닌가 싶음. ,1,PARKING,무역센터(코엑스) 주차장,모델 X
159799.0,카톡 주차 왜쓰냐 병신같은 전산같고있다 등록 포기해라 여기,1,PARKING,현대백화점 판교점 주차장,스포티지
112731.0,주차 할인정산할려는데  자동으로 결제를  해버려서  짜증났어요,1,PARKING,롯데시네마 성서점 주차장,기타
145344.0,차체가 조금 낮은 차는 진입할때 무조건 앞 범퍼바닥 긁습니다. 비추,1,PARKING,카카오 T 아이에스센트럴타워 주차장,크루즈
145344.0,차체가 조금 낮은 차는 진입할때 무조건 앞 범퍼바닥 긁습니다. 비추,1,PARKING,카카오 T 아이에스센트럴타워 주차장,스포티지
162195.0,주차등록불편,1,PARKING,무역센터(코엑스) 주차장,코나
107940.0,"원래도 주말이면 차가 넘치는데, 행사가 있으면 주최측에서 주차 관리를 하던가 관제센터에서 관리를 해줬어야된다고 봅니다. 차 못나가서 30분동안 지체되서 주차비만 나갔습니다. 관제센터가 관제를 안해서 공원 이용하는 시민들만 난리 났습니다.",1,PARKING,잠원한강공원 1 주차장,M2
127373.0,"카카오t로 10시간 13000원 예약 하고 들어 갔다가 출차 하는데 시스템
연동이 안되어서 54000원 결제 가 나와서 정말 
어찌할빠를 몰랐네요 주차 위치는 참 졸으나
카카오t로 예약 하고 가는건 비추입니다.",1,PARKING,하이파킹 오라카이인사동,기타
138944.0,너무 좁음,1,PARKING,카카오 T 광안리해수욕장 주차장,기타
151414.0,주차요금 너무 비쌈,1,PARKING,카******,기타
134482.0,출차코너부분이 너무좁아서 힘드네요,1,PARKING,카카오 T NH농협은행 천안시지부 주차장,기타
134482.0,출차코너부분이 너무좁아서 힘드네요,1,PARKING,카카오 T NH농협은행 천안시지부 주차장,기타
149536.0,"최악의 어플..   스스로 결제실패 되어
주차요금 17,500원 금전적인 피해만..
정말 짜증남",1,PARKING,K******,기타
